id,title,identifier,publisher,language,format,description,date_issued,date_modified,date_valid,audience,coverage,subject,type,license,regulatory_topics,status,date_uploaded_to_orp,has_format,is_format_of,has_version,is_version_of,references,is_referenced_by,has_part,is_part_of,is_replaced_by,replaces,related_legislation
Ve2Ze2Ql,Check if you need a licence to impound water,https://www.gov.uk/guidance/check-if-you-need-a-licence-to-impound-water,Environment Agency,eng,HTML,"If you impound water, or plan to, an impounding license may be needed.",31/03/2022,09/04/2021,09/04/2021,"Water Companies
Constructions Companie",GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117
36000",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Water
Impounding Water
Drought",Active,,,,,,"https://www.gov.uk/guidance/flood-risk-activities-environmental-permits
https://www.gov.uk/guidance/check-if-you-need-a-licence-to-abstract-water
https://www.gov.uk/guidance/get-advice-before-you-apply-for-a-water-abstraction-or-impounding-licence
https://www.gov.uk/guidance/water-management-apply-for-a-water-abstraction-or-impoundment-licence",,,,,,
Bi2Mc4Jv,Reservoir owner and operator guidance: inspection information pack,https://www.gov.uk/guidance/reservoir-owner-and-operator-guidance-inspection-information-pack,Environment Agency,eng,HTML,Owners and operators of high risk reservoirs should create and maintain an inspection information pack for their reservoir.,06/07/2021,09/04/2021,09/04/2021,Reservoir Operators,GB-ENG,"36000
42910",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Reservoirs
Water Industry",,,,,,,"https://www.gov.uk/government/publications/reservoir-emergencies-on-site-plan/reservoir-owner-and-undertaker-responsibilities-on-site-emergency-flood-plans
https://www.hse.gov.uk/construction/cdm/2015/index.htm",,,,,,https://www.legislation.gov.uk/ukpga/1975/23
Xs1Nq2Gk,T8 waste exemption: mechanically treating end-of-life tyres,https://www.gov.uk/guidance/waste-exemption-t8-mechanically-treating-end-of-life-tyres,Environment Agency,eng,HTML,"The T8 exemption allows you to treat small amounts of waste end-of-life tyres for recovery by baling, shredding, peeling, shaving or granulating.",28/04/2014,09/04/2021,09/04/2021,"Car Garages
Construction Companies
Scrapyards",GB-ENG,"46770
45200
45310
45320",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling
Tyres",Active,,,,,,"https://www.gov.uk/government/publications/low-risk-waste-positions-tyres-rubber-and-plastic/storing-and-treating-rubber-encased-metal-wire-from-the-manufacture-of-new-tyres-for-recovery-lrwp-18
https://www.gov.uk/government/publications/low-risk-waste-positions-tyres-rubber-and-plastic/sorting-waste-tyres-under-a-t8-waste-exemption-lrwp-72
https://www.gov.uk/guidance/waste-exemption-u2-use-of-baled-end-of-life-tyres-in-construction
https://www.gov.uk/guidance/waste-exemption-u8-using-waste-for-a-specified-purpose
https://www.gov.uk/guidance/waste-exemption-u9-using-waste-to-manufacture-finished-goods
https://www.gov.uk/guidance/register-your-waste-exemptions-environmental-permits
https://www.gov.uk/guidance/waste-environmental-permits",,,,,,https://www.legislation.gov.uk/uksi/2008/2852
Es8Ik1Qq,Safe passage for eels,https://www.gov.uk/guidance/safe-passage-for-eels,Environment Agency,eng,HTML,When you may need to fit an eel pass or screen to a water structure and what to submit if applying for a new licence or environmental permit.,22/06/2017,09/04/2021,09/04/2021,"Construction Companies
Waterways Operators
Water Companies
Reservoir Operators",GB-ENG,"42910
36000",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Environmental Impact
Waterways
Eels",Active,,,,,,https://www.gov.uk/guidance/flood-risk-activities-environmental-permits,,,,,,
Na7Hc1Mt,"Storing silage, slurry and agricultural fuel oil",https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,Environment Agency,eng,HTML,"You must follow these rules if you store silage, slurry or agricultural fuel oil.

You need to know the general rules that apply if you store any of the 3 substances, as well as specific rules for storing and handling each one.",26/03/2015,09/04/2021,09/04/2021,"Farmers
Constrction Companies",GB-ENG,"01500
01621
01629
41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Farming
Silage
Acricultural Waste",Active,,,,,,"https://www.gov.uk/guidance/storing-organic-manures-in-nitrate-vulnerable-zones
https://landingpage.bsigroup.com/LandingPage/Series?UPI=BS%205502
https://knowledge.bsigroup.com/products/code-of-practice-for-design-of-concrete-structures-for-retaining-aqueous-liquids?version=standard
https://knowledge.bsigroup.com/products/structural-use-of-concrete-code-of-practice-for-design-and-construction?version=standard
https://knowledge.bsigroup.com/products/bituminous-mixtures-material-specifications-hot-rolled-asphalt-1?version=standard
https://knowledge.bsigroup.com/products/buildings-and-structures-for-agriculture-code-of-practice-for-design-construction-and-loading?version=standard
https://www.gov.uk/guidance/using-a-mechanical-slurry-separator-to-manage-your-slurry
https://knowledge.bsigroup.com/products/buildings-and-structures-for-agriculture-code-of-practice-for-design-construction-and-use-of-storage-tanks-and-reception-pits-for-livestock-slurry?version=standard
https://knowledge.bsigroup.com/products/methods-of-test-for-soils-for-civil-engineering-purposes-consolidation-and-permeability-tests-in-hydraulic-cells-and-with-pore-pressure-measurement?version=standard
https://knowledge.bsigroup.com/products/eurocode-7-geotechnical-design-ground-investigation-and-testing?version=standard
https://www.gov.uk/guidance/storing-oil-at-a-home-or-business",,,,,,
Kb7Hw3Kv,D1 waste exemption: depositing waste from dredging inland waters,https://www.gov.uk/guidance/d1-waste-exemption-depositing-waste-from-dredging-inland-waters,Environment Agency,eng,HTML,The D1 exemption allows you to deposit dredging spoil on the banks of the water it was dredged from and treat it by screening and removing water.,12/09/2019,09/04/2021,09/04/2021,"Construction Companies
Waterways Operators",GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117
36000",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waterways
Dredging
Inland Waters",Active,,,,,,"https://www.gov.uk/guidance/register-your-waste-exemptions-environmental-permits
https://www.gov.uk/guidance/check-if-you-need-an-environmental-permit
https://www.gov.uk/government/publications/waste-classification-technical-guidance
https://www.gov.uk/government/publications/the-meaning-of-place-under-the-new-waste-exemption-system
https://www.gov.uk/guidance/depositing-dredged-waste-on-land
https://www.gov.uk/guidance/flood-risk-activities-environmental-permits
https://www.gov.uk/guidance/waste-exemptions-using-waste
https://www.gov.uk/guidance/waste-exemption-u13-spreading-plant-matter-to-provide-benefits
https://www.gov.uk/guidance/waste-exemption-u10-spreading-waste-to-benefit-agricultural-land
",,,,,,https://www.legislation.gov.uk/uksi/2010/639
Ea8Ea3Fh,Preparing a flood risk assessment: standing advice,https://www.gov.uk/guidance/flood-risk-assessment-standing-advice,Environment Agency,eng,HTML,Find out if you need to follow standing advice when completing a flood risk assessment and what to do.,01/04/2012,09/04/2021,09/04/2021,"Construction Companies
Local Authorities",GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117
36000",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Flooding
Environmental Impacts
Planning",Active,,,,,,"https://www.gov.uk/guidance/flood-risk-assessment-local-planning-authorities
https://www.gov.uk/guidance/flood-risk-assessment-for-planning-applications
https://www.gov.uk/guidance/flood-risk-and-coastal-change#site-specific-flood-risk-assessment-checklist
https://www.gov.uk/government/publications/sustainable-drainage-systems-non-statutory-technical-standards
https://www.gov.uk/guidance/flood-risk-assessments-climate-change-allowances
https://knowledge.bsigroup.com/products/flood-resistance-products-building-products-specification-1?version=standard
https://knowledge.bsigroup.com/products/flood-resistant-and-resilient-construction-guide-to-improving-the-flood-performance-of-buildings?version=standard
https://knowledge.bsigroup.com/products/protection-of-below-ground-structures-against-water-ingress-code-of-practice?version=standard
https://www.gov.uk/government/publications/regional-flood-defence-and-land-drainage-byelaws/regional-flood-defence-and-land-drainage-byelaws-activities-and-locations-covered-by-the-byelaws
https://www.gov.uk/guidance/owning-a-watercourse
https://www.gov.uk/guidance/using-modelling-for-flood-risk-assessments
https://www.gov.uk/government/publications/electrical-safety-approved-document-p
https://historicengland.org.uk/advice/your-home/flooding-and-older-homes/being-prepared-for-flooding/
https://www.gov.uk/government/publications/drainage-and-waste-disposal-approved-document-h",,,,,,
Jv7Ed6Bn,"Flood risk assessment: flood zones 1, 2, 3 and 3b",https://www.gov.uk/guidance/flood-risk-assessment-flood-zones-1-2-3-and-3b,Environment Agency,eng,HTML,How to carry out a flood risk assessment so that you can complete your planning application,24/05/2024,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117
36000",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Flooding
Environmental Impacts",Active,,,,,,"https://www.gov.uk/guidance/flood-risk-assessment-for-planning-applications
https://www.gov.uk/guidance/flood-risk-assessment-local-planning-authorities
https://www.gov.uk/guidance/flood-risk-and-coastal-change
https://www.gov.uk/government/publications/regional-flood-defence-and-land-drainage-byelaws/regional-flood-defence-and-land-drainage-byelaws-activities-and-locations-covered-by-the-byelaws
https://www.gov.uk/guidance/owning-a-watercourse
https://www.gov.uk/guidance/flood-risk-assessments-climate-change-allowances
https://www.gov.uk/guidance/using-modelling-for-flood-risk-assessments
https://knowledge.bsigroup.com/products/flood-resistance-products-building-products-specification-1?version=standard
https://knowledge.bsigroup.com/products/protection-of-below-ground-structures-against-water-ingress-code-of-practice?version=standard
https://historicengland.org.uk/advice/your-home/flooding-and-older-homes/being-prepared-for-flooding/
https://www.gov.uk/government/publications/fire-safety-approved-document-b
https://www.gov.uk/government/publications/drainage-and-waste-disposal-approved-document-h
https://www.gov.uk/government/publications/planning-and-marine-licence-advice-standard-terms-for-our-charges",,,,,,https://www.legislation.gov.uk/ukpga/2010/29/section/19
Pe1Ni3Vb,Oil storage regulations for businesses,https://www.gov.uk/guidance/storing-oil-at-a-home-or-business,Environment Agency,eng,HTML,"How to store oil, design standards for tanks and containers, where to locate and how to protect them, and capacity of bunds and drip trays.",06/05/2015,09/04/2021,09/04/2021,Companies storing oil or using generators/motors,GB-ENG GB-WLS,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Oil storage
Tanks
Containers
Environmental Impact",Active,,,,,,"https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil
https://www.gov.uk/guidance/check-if-you-need-an-environmental-permit
https://knowledge.bsigroup.com/products/code-of-practice-for-liquid-fuel-firing-installations-for-space-heating-and-hot-water-supply-purposes-for-domestic-buildings?version=tracked
",,,,,,
Ip1Ax5Xx,Storing organic manures in nitrate vulnerable zones,https://www.gov.uk/guidance/storing-organic-manures-in-nitrate-vulnerable-zones,Environment Agency,eng,HTML,How to provide enough storage and keep storage records of organic manures in a nitrate vulnerable zone (NVZ).,10/08/2015,09/04/2021,09/04/2021,Farmers,GB,"01500
01621
01629
71112",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Organic Waste
Waste Storage
Environmental Impacts",Active,,,,,,"https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones
https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil
https://www.gov.uk/guidance/using-a-mechanical-slurry-separator-to-manage-your-slurry",,,,,,
Ix4Si6Ll,Manage water on land: guidance for land managers,https://www.gov.uk/guidance/manage-water-on-land-guidance-for-land-managers,Environment Agency,eng,HTML,"How to manage water use, levels, drainage and irrigation, and avoid pollution from waste water and sheep dip.",19/02/2015,09/04/2021,09/04/2021,"Farmers
Land Managers
Construction Companies",GB,"01500
01621
01630",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Water Use
Drainage
Irrigation
Pollution",Active,,,,,,"https://www.gov.uk/guidance/check-if-you-need-an-environmental-permit
https://www.gov.uk/guidance/cutting-vegetation-in-inland-freshwater-environmental-permit-exemption
https://www.gov.uk/guidance/owning-a-watercourse#get-permission-for-works-on-or-near-a-watercourse
https://www.gov.uk/guidance/waste-exemption-t32-treatment-of-waste-in-a-biobed-or-biofilter
https://www.gov.uk/guidance/sheep-dip-groundwater-protection-code
https://www.gov.uk/government/publications/environment-agency-enforcement-and-sanctions-statement",,,,,,
Ur1Bg9Os,Qualifications to service equipment containing ozone-depleting substances,https://www.gov.uk/guidance/qualifications-to-service-equipment-containing-ozone-depleting-substances-hcfcs,Environment Agency,eng,HTML,You must have individual qualifications to work with hydrochlorofluorocarbons (HCFCs) - a type of ozone-depleting substance (ODS).,16/10/2019,09/04/2021,09/04/2021,"Electrical Engineers
Electricians",GB,"33140
27510",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"HCFCs
Appliances
Environmental Impacts",Active,,,,,,,,,,,,
Le5Jj9Ez,Qualifications to work with F gas,https://www.gov.uk/guidance/qualifications-required-to-work-on-equipment-containing-f-gas,Environment Agency,eng,HTML,The qualifications you need to work with fluorinated gas (F gas) and the organisations that offer them.,31/12/2014,09/04/2021,09/04/2021,"Electrical Engineers
Electricians",GB,"33140
27511",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"F gas
Appliances
Environmental Impacts",Active,,,,,,,,,,,,
Ne6Tw4Kt,Sizewell: nuclear regulation,https://www.gov.uk/guidance/sizewell-nuclear-regulation,Environment Agency,eng,HTML,"Environment Agency's regulation of Sizewell A, B and C and how you can find out more about environmental permits and other activities at these nuclear sites.",24/01/2020,09/04/2021,09/04/2021,Nuclear Construction Companies,GB-ENG,"42220
42990",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Nuclear power stations
Sizewell
Permits",Active,,,,,,"https://www.gov.uk/guidance/nuclear-sites-environmental-regulation
https://www.gov.uk/guidance/monitoring-radioactivity",,,,,,
Ei6Bd9Ux,"T6 waste exemption: treating waste wood and waste plant matter by chipping, shredding, cutting or pulverising",https://www.gov.uk/guidance/waste-exemption-t6-treating-waste-wood-and-waste-plant-matter-by-chipping-shredding-cutting-or-pulverising,Environment Agency,eng,HTML,"The T6 exemption allows you to chip, shred, cut or pulverise waste wood and plant matter to make it easier to store and transport, or to convert it for use.",28/04/2014,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling
Wood",Active,,,,,,"https://www.gov.uk/guidance/waste-exemption-t23-aerobic-composting-and-associated-prior-treatment
https://www.gov.uk/guidance/waste-exemption-t24-anaerobic-digestion-at-premises-used-for-agriculture-and-burning-resulting-biogas
https://www.gov.uk/guidance/waste-exemption-t25-anaerobic-digestion-at-premises-not-used-for-agriculture-and-burning-resulting-biogas
https://www.gov.uk/guidance/waste-exemption-u9-using-waste-to-manufacture-finished-goods
https://www.gov.uk/guidance/u1-waste-exemption-use-of-waste-in-construction
https://www.gov.uk/guidance/waste-exemption-u4-burning-of-waste-as-a-fuel-in-a-small-appliance
https://www.gov.uk/guidance/waste-exemption-u8-using-waste-for-a-specified-purpose
https://www.gov.uk/guidance/waste-exemption-u12-using-mulch
https://www.gov.uk/guidance/waste-exemption-u13-spreading-plant-matter-to-provide-benefits
https://www.gov.uk/guidance/register-your-waste-exemptions-environmental-permits
https://www.gov.uk/guidance/waste-environmental-permits",,,,,,
Wb0Ib5Bx,Noise impact assessments involving calculations or modelling,https://www.gov.uk/guidance/noise-impact-assessments-involving-calculations-or-modelling,Environment Agency,eng,HTML,Information you must submit to the Environment Agency in a noise impact assessment that uses computer modelling or spreadsheet calculations.,23/10/2018,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38118",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Noise Pollution
Environmental Impact",Active,,,,,,,,,,,,
Hq1Nl1Ej,Develop a management system: environmental permits for flood risk activity,https://www.gov.uk/guidance/develop-a-management-system-flood-risk-activity-for-environmental-permits,Environment Agency,eng,HTML,How to develop a management system for carrying out flood risk activities under an environmental permit.,06/04/2016,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Flooding
Permits
Management",Active,,,,,,"https://www.gov.uk/guidance/flood-risk-activity-risk-assessment-for-your-environmental-permits
https://www.gov.uk/government/publications/preparing-for-flooding-a-guide-for-regulated-sites
https://www.gov.uk/guidance/flood-risk-and-coastal-change",,,,,,
Tb5Ow4Ni,Reservoir supervising engineers: written statements and site visit reports,https://www.gov.uk/guidance/reservoir-supervising-engineers-written-statements-and-site-visit-reports,Environment Agency,eng,HTML,How to write a reservoir written statement and a site visit report and what information to include.,27/06/2022,09/04/2021,09/04/2021,Reservoir Operators,GB-ENG,"36000
42910",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Reservoirs
Water Industry",Active,,,,,,,,,,,,"https://www.legislation.gov.uk/ukpga/1975/23
https://www.legislation.gov.uk/uksi/2013/1677/schedule/6
https://www.gov.uk/guidance/reservoirs-owner-and-operator-requirements"
Bj9Sl0Va,Flood risk activity risk assessment for your environmental permits,https://www.gov.uk/guidance/flood-risk-activity-risk-assessment-for-your-environmental-permits,Environment Agency,eng,HTML,"Check if you need to do a risk assessment, how to do a risk assessment, and how the Environment Agency can help you.",06/04/2016,09/04/2021,09/04/2021,Constructions Companies,GB,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Flooding
Permits",Active,,,,,,"https://www.gov.uk/guidance/develop-a-management-system-flood-risk-activity-for-environmental-permits
https://www.gov.uk/guidance/flood-and-sea-defences-when-maintenance-stops
https://www.gov.uk/government/publications/water-framework-directive-how-to-assess-the-risk-of-your-activity
https://www.gov.uk/guidance/flood-risk-assessment-for-planning-applications",,,,,,
Mp9By4Nh,Nuclear sites: environmental regulation,https://www.gov.uk/guidance/nuclear-sites-environmental-regulation,Environment Agency,eng,HTML,How the Environment Agency regulates the different types of nuclear sites and protects people and the environment.,24/05/2021,09/04/2021,09/04/2021,Nuclear Construction Companies,GB-ENG,"42220
42990",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Nuclear power stations
Permits",Active,,,,,,"https://www.gov.uk/guidance/check-if-you-need-an-environmental-permit
https://www.gov.uk/guidance/nuclear-sites-rsr-environmental-permits
https://www.gov.uk/guidance/access-the-public-register-for-environmental-information
https://www.gov.uk/guidance/new-nuclear-power-stations-assessing-reactor-designs
https://www.gov.uk/guidance/sizewell-nuclear-regulation
https://www.gov.uk/guidance/hinkley-point-nuclear-regulation
https://www.gov.uk/government/publications/new-nuclear-power-plants-generic-design-assessment-guidance-for-requesting-parties/new-nuclear-power-plants-generic-design-assessment-guidance-for-requesting-parties
https://www.gov.uk/government/publications/decommissioning-of-nuclear-sites-and-release-from-regulationhttps://www.gov.uk/guidance/regulating-the-geological-disposal-of-radioactive-waste-environmental-protection
https://www.gov.uk/guidance/monitoring-radioactivity
https://www.gov.uk/guidance/sellafield-nuclear-regulation",,,,,,
Ti3Ah7We,S2 waste exemption: storing waste in a secure place,https://www.gov.uk/guidance/s2-waste-exemption-storing-waste-in-a-secure-place,Environment Agency,eng,HTML,"The S2 waste exemption allows you to store specific waste at a secure intermediate site, separate to where the waste was produced, before transportation to another site for recovery.",12/09/2019,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling
Waste Storage",Active,,,,,,"https://www.gov.uk/guidance/waste-exemptions-treating-waste
https://www.gov.uk/guidance/waste-exemption-t4-preparatory-treatments-baling-sorting-shredding-etc
https://www.gov.uk/guidance/waste-exemption-t11-repairing-or-refurbishing-waste-electrical-and-electronic-equipment-weee
https://www.gov.uk/government/collections/waste-exemptions-using-waste
https://www.gov.uk/guidance/waste-exemption-t2-recovering-textiles
https://www.gov.uk/guidance/waste-exemptions-storing-waste
https://www.gov.uk/guidance/waste-environmental-permits
https://www.gov.uk/guidance/register-your-waste-exemptions-environmental-permits",,,,,,
Sd1Tl7Cq,T10 waste exemption: sorting mixed waste,https://www.gov.uk/guidance/waste-exemption-t10-sorting-mixed-waste,Environment Agency,eng,HTML,"The T10 exemption allows small organisations, such as charities, to sort recyclable waste so that it can be recovered.",28/04/2014,09/04/2021,09/04/2021,"Small organisations
Charities",GB-ENG,"88990
87900",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling",Active,,,,,,"https://www.gov.uk/guidance/waste-exemption-u3-construction-of-entertainment-or-educational-installations
https://www.gov.uk/guidance/waste-exemption-u9-using-waste-to-manufacture-finished-goods
https://www.gov.uk/guidance/waste-exemptions-treating-waste
https://www.gov.uk/guidance/waste-exemption-t2-recovering-textiles
https://www.gov.uk/guidance/waste-exemption-t4-preparatory-treatments-baling-sorting-shredding-etc
https://www.gov.uk/guidance/register-your-waste-exemptions-environmental-permitshttps://www.gov.uk/guidance/waste-environmental-permits",,,,,,
Se4If3Ck,Non-impounding reservoir panel engineers: contact details,https://www.gov.uk/guidance/non-impounding-reservoir-panel-engineers-contact-details,Environment Agency,eng,HTML,Appoint a panel engineer for your reservoir.,21/12/2023,09/04/2021,09/04/2021,Reservoir Operators,GB-ENG GB-WLS,"36000
42910",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Reservoirs
Engineers",Active,,,,,,,,,,,,
Gr0Fi7Pa,Specified generator: when you need a permit,https://www.gov.uk/guidance/specified-generator-when-you-need-a-permit,Environment Agency,eng,HTML,Find out if and by when you need to apply for a specified generator environmental permit to meet air quality requirements.,15/07/2019,09/04/2021,09/04/2021,"Construction Companies
Generator Users",GB-ENG GB-WLS,"27110
25300
41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Generators
Permits
Pollution",Active,,,,,,"https://www.gov.uk/guidance/medium-combustion-plant-when-you-need-a-permit
https://www.gov.uk/government/publications/operating-a-schedule-25b-tranche-b-specified-generator-for-research-and-development-rps-220
https://www.gov.uk/guidance/specified-generator-comply-with-permit-conditions
https://www.gov.uk/guidance/part-b-activities-combustion-and-incineration-permits",,,,,,
Jb9Fs7Di,Quality protocol: pulverised fuel ash (PFA) and furnace bottom ash (FBA),https://www.gov.uk/government/publications/quality-protocol-pulverised-fuel-ash-pfa-and-furnace-bottom-ash-fba,Environment Agency,eng,HTML,End of waste criteria for the production of PFA and FBA for use in bound and grout applications in specified construction and manufacturing uses.,01/10/2010,09/04/2021,09/04/2021,Construction Companies,GB,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Ash
Waste
Recycling",Active,,,,,,,,,,,,
Vp5Jo5Ln,Check if you need a licence to abstract water,https://www.gov.uk/guidance/check-if-you-need-a-licence-to-abstract-water,Environment Agency,eng,HTML,"If you abstract water or plan to, you may need to apply for an abstraction licence.",31/03/2022,09/04/2021,09/04/2021,"Construction Companies
Water Companies",GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38117
36000",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Water
Abstraction
Environmental Resources",Active,,,,,,"https://www.gov.uk/guidance/check-if-you-need-a-licence-to-impound-water

https://www.gov.uk/government/publications/passive-dewatering-regulatory-position-statement/passive-dewatering-regulatory-position-statement
https://www.gov.uk/government/publications/rainwater-harvesting-regulatory-position-statement/rainwater-harvesting-regulatory-position-statement
https://www.gov.uk/guidance/get-advice-before-you-apply-for-a-water-abstraction-or-impounding-licence
https://www.gov.uk/guidance/water-management-apply-for-a-water-abstraction-or-impoundment-licence",,,,,,
Lq2Kp0Ep,T11 waste exemption: repairing or refurbishing waste electrical and electronic equipment (WEEE),https://www.gov.uk/guidance/waste-exemption-t11-repairing-or-refurbishing-waste-electrical-and-electronic-equipment-weee,Environment Agency,eng,HTML,"The T11 exemption allows you to repair, refurbish or dismantle various types of WEEE so that the whole WEEE item or any parts can be reused for their original purpose or recovered.",28/04/2014,09/04/2021,09/04/2021,"Electronics Companies
Construction Companies",GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119
26400
26110
27110
33140
27900
27520
27510
27400",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling
Electronics",Active,,,,,,"https://www.gov.uk/guidance/waste-exemption-s2-storing-waste-in-a-secure-place
https://www.gov.uk/guidance/waste-environmental-permits",,,,,,
Pm2Bk0Cq,Waste exemption: NWFD 4 temporary storage at a collection point,https://www.gov.uk/guidance/waste-exemption-nwfd-4-temporary-storage-at-a-collection-point,Environment Agency,eng,HTML,This exemption allows you to temporarily store waste at a collection point before recovering or disposing of the waste elsewhere.,28/04/2014,09/04/2021,09/04/2021,Construction Companies,GB,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38119",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Waste Storage
Recycling",Active,,,,,,,,,,,,
Kr3Ju5Ir,Check if your material is waste,https://www.gov.uk/guidance/check-if-your-material-is-waste,Environment Agency,eng,HTML,"When a material is waste, is a by-product or meets 'end of waste' status.",31/08/2021,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38120",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling",Active,,,,,,https://www.gov.uk/guidance/request-a-resource-framework-to-show-when-a-material-has-ceased-to-be-waste,,,,,,https://www.legislation.gov.uk/eudr/2008/98
Fk5Ea0Tc,"Register, renew or change waste exemptions",https://www.gov.uk/guidance/register-your-waste-exemptions-environmental-permits,Environment Agency,eng,HTML,When your waste operation does not need a permit but you may need to register.,01/02/2016,09/04/2021,09/04/2021,Construction Companies,GB-ENG,"41201
41202
42110
42120
42130
42210
42220
42910
42990
43290
43999
39000
38121",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Waste
Recycling
Permits",Active,,,,,,"https://www.gov.uk/guidance/check-if-you-need-an-environmental-permit
https://www.gov.uk/guidance/waste-exemption-t11-repairing-or-refurbishing-waste-electrical-and-electronic-equipment-weee
https://www.gov.uk/guidance/waste-exemption-nwfd-2-temporary-storage-at-the-place-of-production--2
https://www.gov.uk/guidance/waste-exemption-nwfd-3-temporary-storage-of-waste-at-a-place-controlled-by-the-producer
https://www.gov.uk/guidance/waste-exemption-nwfd-4-temporary-storage-at-a-collection-point",,,,,,
Fw8Ow7Al,Reservoir owner and operator guidance: spillways,https://www.gov.uk/guidance/reservoir-owner-and-operator-guidance-spillways,Environment Agency,eng,HTML,"How to design, inspect, monitor and maintain impounding reservoir spillways so they are safe.",27/06/2022,09/04/2021,09/04/2021,Reservoir Operators,GB-ENG,"36000
42910",Guidance,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Reservoirs
Spillways",Active,,,,,,"https://www.gov.uk/guidance/reservoirs-owner-and-operator-requirements
https://www.hse.gov.uk/construction/cdm/2015/index.htm
https://www.gov.uk/guidance/check-if-you-need-an-environmental-permit
https://www.gov.uk/guidance/reservoir-inspecting-engineers-safety-inspection-of-reservoirs",,,,,,
